药品分类,商品名称,包装规格,生产厂家,批准文号,采购价,折扣价,销量
医疗器械,尚润冷敷贴SR-P【万通筋骨贴】,70mm*100mm*3贴*2袋 / 大包装：300 盒                    ,济南尚润通达复合材料有限公司,鲁济械备20140191号,￥7.90/盒,￥7.26,9
医疗器械,联邦 创口贴-卡通型,72cm*23cm*10片*10包/盒 / 大包装：150 盒                    ,广州市雨纯生物科技有限公司,粤穗械备20140091号,￥11.00/盒,￥10.12,10
医疗器械,一次性使用无菌注射器 带针,中头式 5ml*0.6#（100支/盒） / 大包装：1800 支                    ,江西洪达医疗器械集团有限公司,国食药监械(准)字2014第3151139号,￥0.25/支,￥0.23,122187
医疗器械,尚润冷敷贴SR-J【白马寺消痛贴】,70mm*100mm*6贴*2袋 / 大包装：300 盒                    ,济南尚润通达复合材料有限公司,鲁济械备20140191号,￥7.90/盒,￥7.26,10
医疗器械,联邦 创口贴-肤色弹力,72cm*23cm*20贴/盒 / 大包装：400 盒                    ,广州市雨纯生物科技有限公司,粤穗械备20140091号,￥1.60/盒,￥1.47,2113
医疗器械,腹带【护脐型】,1片装*8片/盒（赠送8支碘伏棉棒） / 大包装：100 盒                    ,蚌埠崇迪生物有限公司,皖蚌械备20160007号,￥26.50/盒,￥24.38,234
医疗器械,左炔诺孕酮肠溶片,1.5mg*1s / 大包装：600 盒                    ,广州朗圣药业有限公司,国药准字H20080001,￥13.50/盒,￥12.42,11001
医疗器械,一次性使用静脉输液针,0.5#(100支/包) / 大包装：5000 支                    ,江西洪达医疗器械集团有限公司,国食药监械(准)字2013第3151676号,￥0.16/支,￥0.14,1219
医疗器械,医用退热贴,40mm*110mm**2贴/盒 / 大包装：200 盒                    ,赣州雅佛生物医材有限公司,赣市械备20160001号,￥4.00/盒,￥3.68,752
医疗器械,邦爵 电子体温计(硬头),1支 / 大包装：240 支                    ,广州市健奥科技有限公司,粤械注准20152201284,￥11.00/支,￥10.12,752
医疗器械,麝香追风膏,7cm*10cm*10贴装 / 大包装：240 盒                    ,湖南金寿制药有限公司,国药准字Z43020355,￥4.50/盒,￥4.14,469
医疗器械,少林风湿跌打膏,7cm*9.5cm*10片 / 大包装：240 盒                    ,湖南金寿制药有限公司,国药准字Z43020877,￥4.50/盒,￥4.14,432
医疗器械,哈三 酒精棉球,20球+5球/瓶 / 大包装：240 瓶                    ,广州市醒目医药科技有限公司,粤穗食药监械（准）字2013第1640092号,￥3.50/瓶,￥3.22,566
医疗器械,兵兵退热贴【普通袋装】,2贴 / 大包装：240 袋                    ,珠海国佳新材股份有限公司,粤珠械备20150052,￥5.50/袋,￥5.06,12955
医疗器械,贵妃舒 人绒毛膜促性腺激素检测试纸,卡I型*1人份/盒 / 大包装：500 盒                    ,南通市伊士生物技术有限公司,苏械注准20152400182,￥2.00/盒,￥1.84,940
医疗器械,宝宝护脐贴【防水型】,6cm*7cm*10片/盒 / 大包装：200 盒                    ,蚌埠崇迪生物有限公司,皖蚌食药监械（准）字2013第1640001号,￥22.00/盒,￥20.24,1113
医疗器械,【金寿】麝香止痛贴膏,6*8cm*8片/盒 / 大包装：360 盒                    ,湖南金寿制药有限公司,国药准字Z43020353,￥5.50/盒,￥5.06,41
医疗器械,活络油,50ml / 大包装：144 瓶                    ,临汾市黄道益药业有限公司,临械备20170041号,￥32.50/瓶,￥29.90,272
医疗器械,活络油,25ml / 大包装：216 瓶                    ,临汾市黄道益药业有限公司,临械备20170041号,￥22.50/瓶,￥20.70,420
医疗器械,一次性使用静脉输液针,0.55#(200支/包不拆)                    ,江西庐乐医疗器械集团有限公司,国械注准20143152316,￥0.20/支,￥0.18,4000
医疗器械,退热贴,A型 3贴/盒 / 大包装：240 盒                    ,哈药集团黑龙江同泰药业有限公司,黑鸡械备20160002号,￥5.90/盒,￥5.42,65
医疗器械,一次性使用清创缝合换药包,标配10#/包                    ,南昌卫生材料厂,赣食药监械(准)字2010第2640251号,￥3.20/包,￥2.94,204
医疗器械,【邦迪】防水创可贴,5S*20包 / 大包装：30 盒                    ,上海强生制药有限公司,沪食药监械(准)字2007第1640331号,￥68.00/盒,￥62.56,163
医疗器械,葵花 医用冷敷贴【活血止痛型】,70mm*100mm*3贴/袋*2袋 / 大包装：300 盒                    ,候马经济开发区金葵花大健康产业有限公司,晋临械备20150013号,￥6.00/盒,￥5.52,94
医疗器械,舒筋健腰贴,1贴*3袋/盒                    ,济南君浩医药科技有限公司,鲁济食药监械（准）字2012第1640058号,￥5.00/盒,￥4.60,535
医疗器械,九邦防水透气创可贴,70mm*18mm*20片 / 大包装：600 盒                    ,深圳三九九正生物医药有限公司,粤深械备20150137号,￥2.50/盒,￥2.30,3130
医疗器械,九邦弹力轻薄创可贴,70mm*18mm*20片 / 大包装：600 盒                    ,深圳三九九正生物医药有限公司,粤深械备20150137号,￥2.50/盒,￥2.30,1818
医疗器械,康乃格排卵试纸【促黄体生成素检测试纸】,100人份/盒 / 大包装：50 盒                    ,深圳市康乃格生物技术有限公司,粤械注准20182400244,￥50.00/盒,￥46.00,93
医疗器械,退热贴【九邦】,50mm*120mm*4贴装 / 大包装：408 盒                    ,深圳三九九正生物医药有限公司,粤深械备20150136号,￥6.50/盒,￥5.98,1079
医疗器械,退热贴【护彤】,40mm*110mm*2贴/袋*1袋 / 大包装：200 盒                    ,哈药集团制药六厂,黑哈械备20140001号,￥9.50/盒,￥8.74,417
医疗器械,腰肾膏,7cm×10cm*9贴 / 大包装：200 盒                    ,国药集团德众(佛山)药业有限公司,国药准字Z44021348,￥17.80/盒,￥16.37,16406
医疗器械,一次性使用无菌注射器 带针,1ml*0.45#(100支/盒)                    ,上海双鸽实业有限公司,国食药监械(准)字2013第3151615号,￥0.39/支,￥0.35,403
医疗器械,一次性使用无菌注射器 带针,中头式 2.5ml*0.5#（150支/盒） / 大包装：2700 支                    ,江西洪达医疗器械集团有限公司,国食药监械(准)字2014第3151139号,￥0.26/支,￥0.23,20936
医疗器械,万通筋骨贴,6贴 / 大包装：240 盒                    ,通化万通药业有限公司,吉通械备20150009号,￥14.50/盒,￥13.34,27104
医疗器械,一次性使用无菌注射器 带针,60ml*1.2# / 大包装：360 支                    ,江西洪达医疗器械集团有限公司,国食药监械(准)字2010第3151194号,￥1.50/支,￥1.38,1908
医疗器械,一次性使用无菌注射针(注射针头),1.2#（100支/盒 ）                    ,江西洪达医疗器械集团有限公司,国食药监械(准)字2013第3151906号,￥0.15/支,￥0.13,936
医疗器械,鸡眼贴,6贴装 / 大包装：400 盒                    ,江西樟树药业有限公司,Q/JZD 002-2017,￥1.94/盒,￥1.78,1259
医疗器械,多丽仕 天然胶乳橡胶避孕套【颗粒型】,10只/盒                    ,茂名市江源乳胶制品有限公司,粤械注准20152660305,￥3.50/盒,￥3.22,1402
医疗器械,医用退热贴【儿童】【好酷娃】,II型：40mm*110mm（3片装）                    ,武汉孚莱医药科技有限公司,鄂汉械备20150026号,￥6.80/盒,￥6.25,233
医疗器械,一次性使用无菌注射器 带针,1ml*0.45#(200支/中盒) / 大包装：3600 支                    ,广西双健科技有限公司,国械注准20173150851,￥0.24/支,￥0.22,4663
医疗器械,多丽仕 天然胶乳橡胶避孕套【光面型】,10只/盒                    ,茂名市江源乳胶制品有限公司,粤械注准20152660305,￥3.50/盒,￥3.22,1299
医疗器械,一次性使用口罩【简装】,17cm*9cm-3层 10个/包（挂耳型） / 大包装：400 包                    ,汕头市泰恩康医用器材厂有限公司,粤械注准20162640663,￥1.95/包,￥1.79,8772
医疗器械,一次性使用配药注射器带针(无菌溶药器】,20ml*1.6#（100支/盒 ） / 大包装：800 支                    ,江西洪达医疗器械集团有限公司,赣食药监械（准）字2013第2150073号,￥0.58/支,￥0.53,3265
医疗器械,一次性使用手术单,80*120*1张/包                    ,南昌卫生材料厂,赣食药监械(准)字2013第2640220号,￥1.90/包,￥1.74,0
医疗器械,【小葵花妈妈】远红外小儿止泻贴【丁宝儿脐贴】,5cm*7cm*1贴/袋*4袋/盒                    ,安微苗德堂药业有限公司,皖械注准20182260071,￥5.15/盒,￥4.73,108
医疗器械,一次性使用静脉输液针,0.7#(100支/包) / 大包装：5000 支                    ,江西洪达医疗器械集团有限公司,国食药监械(准)字2013第3151676号,￥0.16/支,￥0.14,891
医疗器械,火龙蚁远红外消痛贴,10cm*7cm*8贴 / 大包装：150 盒                    ,安微众康药业有限公司,皖械注准20162260104,￥9.80/盒,￥9.01,74
医疗器械,一次性使用无菌注射器 带针,中头式2.5ml*0.6#(150支/盒） / 大包装：2700 支                    ,江西洪达医疗器械集团有限公司,国食药监械(准)字2014第3151139号,￥0.32/支,￥0.29,4417
医疗器械,玻璃体温计【内标式腋下】,10支/盒 / 大包装：100 盒                    ,安徽方达药械有限公司,皖械注准20162200339,￥30.00/盒,￥27.60,823
医疗器械,火龙蚁远红外骨痛消贴,10cm*7cm*8贴 / 大包装：150 盒                    ,安微众康药业有限公司,皖械注准20162260102,￥9.80/盒,￥9.01,36
医疗器械,大活络贴医用冷敷贴,8cm*12cm*4贴 / 大包装：300 盒                    ,临汾市三九合纵药业有限公司,晋临械备20160005号,￥8.50/盒,￥7.82,51
医疗器械,火龙蚁远红外筋骨伤痛贴,10cm*7cm*8贴 / 大包装：150 盒                    ,安微众康药业有限公司,皖械注准20162260105,￥9.80/盒,￥9.01,36
医疗器械,酸痛灵贴医用冷敷贴,8cm*12cm*4贴 / 大包装：300 盒                    ,临汾市三九合纵药业有限公司,晋临械备20160005号,￥8.50/盒,￥7.82,35
医疗器械,火龙蚁远红外风湿痛贴,10cm*7cm*8贴                    ,安微众康药业有限公司,皖械注准20162230101,￥9.80/盒,￥9.01,58
医疗器械,痛可贴医用冷敷贴,8cm*12cm*4贴 / 大包装：300 盒                    ,临汾市三九合纵药业有限公司,晋临械备20160005号,￥8.50/盒,￥7.82,75
医疗器械,暖宫贴,3贴装 / 大包装：120 盒                    ,夏邑县久之康医疗器械有限公司,Q/JZK004-2016,￥6.50/盒,￥5.98,2790
医疗器械,暖宫贴医用冷敷贴,7cm*10cm*4贴 / 大包装：300 盒                    ,临汾市百年合纵药业有限公司,晋临械备20160034号,￥9.50/盒,￥8.74,208
医疗器械,一次性使用无菌注射器 带针,偏头式 20ml*1.2#（100支/盒 ） / 大包装：800 支                    ,江西洪达医疗,国食药监械(准)字2014第3151139号,￥0.55/支,￥0.50,13439
医疗器械,体温计,10支/盒 / 大包装：200 盒                    ,宁波市鄞州华合玻璃仪表有限公司,浙食药监械（准）字2014第2200394号,￥21.00/盒,￥19.32,413
医疗器械,痔清冷敷凝胶,20g/支 / 大包装：300 支                    ,临汾市百年合纵药业有限公司,晋临械备20160037号,￥6.80/支,￥6.25,52
医疗器械,一次性使用无菌注射器 带针,中头式 10ml*1.2mm（150支/盒 ） / 大包装：1200 支                    ,江西洪达医疗器械集团有限公司,国食药监械(准)字2014第3151139号,￥0.42/支,￥0.38,51136
医疗器械,皮清冷敷凝胶,20g/支 / 大包装：300 支                    ,临汾市百年合纵药业有限公司,晋临械备20160037号,￥6.80/支,￥6.25,22
医疗器械,【杰士邦】浪漫环纹避孕套,12只                    ,武汉杰士邦卫生用品有限公司,国械注进20162664352,￥33.50/盒,￥30.82,51
医疗器械,医用竹棉签,12cm*20小包 / 大包装：130 包                    ,南昌市佳辉医疗保健品有限公司,赣洪械备20150186号,￥2.80/包,￥2.57,5471
医疗器械,烫伤冷敷凝胶,20g/支 / 大包装：300 支                    ,临汾市百年合纵药业有限公司,晋临械备20160037号,￥15.00/支,￥13.80,37
医疗器械,【GLD】早早孕检测试纸【卡】,1人份/盒 / 大包装：500 盒                    ,深圳市康乃格生物技术有限公司,粤械注准20182400245,￥2.20/盒,￥2.02,6519
医疗器械,祛疤冷敷凝胶,20g/支 / 大包装：300 支                    ,临汾市百年合纵药业有限公司,晋临械备20160037号,￥15.00/支,￥13.80,84
医疗器械,【GLD】早早孕检测试纸【笔】,1人份/盒 / 大包装：500 盒                    ,深圳市康乃格生物技术有限公司,粤械注准20182400245,￥2.50/盒,￥2.30,7666
医疗器械,【第6感】超薄超滑避孕套-兰花香,12只                    ,马来西亚,国械注进20152662725,￥15.90/盒,￥14.62,325
医疗器械,人初油湿巾,1S                    ,江西人初药业,赣卫消证字(2010)第0057号,￥2.60/片,￥2.39,13340
医疗器械,一次性使用口罩【厚】,三层*10个/包 / 大包装：600 小包                    ,南昌飞翔乳胶制品有限公司,赣食药监械（准）字2014第2640277号,￥1.80/小包,￥1.65,3707
医疗器械,【第6感】超薄超滑避孕套-香草香,3只                    ,马来西亚,国械注进20152662725,￥5.70/盒,￥5.24,298
医疗器械,【第6感】超薄平滑避孕套-香草香,12只                    ,马来西亚,国械注进20152662725,￥14.80/盒,￥13.61,604
医疗器械,【杰士邦】温馨浮点避孕套,12只                    ,武汉杰士邦卫生用品有限公司,国械注进20162664352,￥33.50/盒,￥30.82,14
医疗器械,【第6感】超薄芦荟避孕套-芦荟香,12只                    ,马来西亚,国械注进20152662725,￥19.00/盒,￥17.48,169
医疗器械,【杰士邦】DENIM自由派,3只                    ,武汉杰士邦卫生用品有限公司,国械注进20162664352,￥6.50/合,￥5.98,15
医疗器械,【第6感】螺纹避孕套-柠檬香,24只                    ,马来西亚,国械注进20152662725,￥22.00/盒,￥20.24,186
医疗器械,【第6感】超薄平滑避孕套-香草香,24只                    ,马来西亚,国械注进20152662725,￥22.40/盒,￥20.60,243
医疗器械,杰士邦爽滑倍润避孕套,3只                    ,武汉杰士邦卫生用品有限公司,国械注进20162664352,￥8.00/盒,￥7.36,43
医疗器械,一次性使用口罩,三层*10个/包 / 大包装：600 小包                    ,江西中赣医疗器械有限公司,赣食药监械（准）字2014第2640220号,￥0.95/小包,￥0.87,86721
医疗器械,【杰士邦】LOVE敢做敢爱,10只                    ,武汉杰士邦卫生用品有限公司,国械注进20162664352,￥17.70/合,￥16.28,103
医疗器械,医用退热贴【快舒美】,120mm*50mm*3片 / 大包装：240 盒                    ,广州市诗丽雅美容化妆品有限公司,粤穗械备20150027号,￥3.80/盒,￥3.49,38
医疗器械,长永康牌-医用棉签,40支/小包 竹棒 单头 / 大包装：1200 包                    ,湖南永康医疗器械有限公司,湘(常)食药监械(准)字2013第1640020号,￥1.33/包,￥1.22,8429
医疗器械,【杰士邦】爽滑倍润避孕套,12只                    ,武汉杰士邦卫生用品有限公司,国械注进20162664352,￥26.80/盒,￥24.65,82
医疗器械,【第6感】6感合1避孕套,6套*4只                    ,马来西亚,国食药监械(进)字2011第2662081号,￥26.80/盒,￥24.65,116
医疗器械,【第6感】诱惑装-菠萝香,12只                    ,马来西亚,国械注进20152662725,￥12.98/合,￥11.94,237
